i,identity,drop_stage,drop_detail,gt_text,plate_entry,ocr_raw,n_faces_entry,entry_rid_code,n_faces_exit,rid,matched_rid,match_sim,plate_img,probe_img
306,Gerry_Parsky,,,51F24403,51F-24403,51F24403,1,19776,1,19776,19776,0.6448205709457397,yolo_plate_ocr_data/images/val/4CarLongPlate278.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gerry_Parsky/Gerry_Parsky_0002.jpg
307,Pervez_Musharraf,entry_ocr_invalid,raw='51F27809A' gt='51F27809',51F27809,,51F27809A,,,,,,,yolo_plate_ocr_data/images/val/3CarLongPlate998.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Pervez_Musharraf/Pervez_Musharraf_0011.jpg
308,Shane_Mosley,,,59X281467,59X2-81467,59X281467,1,19777,1,19777,19777,0.6047413349151611,yolo_plate_ocr_data/images/val/2xemay1912.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Shane_Mosley/Shane_Mosley_0002.jpg
309,Matthew_Perry,,,55S114883,59S1-14883,59S114883,1,19778,1,19778,19778,0.5223378539085388,yolo_plate_ocr_data/images/val/8xemay1891.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Matthew_Perry/Matthew_Perry_0003.jpg
310,Thabo_Mbeki,,,51A89714,51A-89714,51A89714,1,19779,1,19779,19779,0.5475659370422363,yolo_plate_ocr_data/images/val/6CarLongPlate699.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Thabo_Mbeki/Thabo_Mbeki_0005.jpg
311,Allison_Janney,,,51F44614,51F-44614,51F44614,1,19780,1,19780,19780,0.647286057472229,yolo_plate_ocr_data/images/val/3CarLongPlate637.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Allison_Janney/Allison_Janney_0001.jpg
312,Candice_Bergen,,,59Y160811,59Y1-60811,59Y160811,1,19781,1,19781,19781,0.5573641061782837,yolo_plate_ocr_data/images/val/5xemay314.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Candice_Bergen/Candice_Bergen_0002.jpg
313,Don_Siegelman,,,59E155040,59E1-55040,59E155040,1,19782,1,19782,19782,0.648041307926178,yolo_plate_ocr_data/images/val/4xemay2331.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Don_Siegelman/Don_Siegelman_0004.jpg
314,Bernard_Landry,,,51F24403,51F-24403,51F24403,1,19783,1,19783,19783,0.47152531147003174,yolo_plate_ocr_data/images/val/3CarLongPlate591.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bernard_Landry/Bernard_Landry_0004.jpg
315,Bill_Graham,,,59P124497,59P1-24497,59P124497,1,19784,1,19784,19784,0.7329957485198975,yolo_plate_ocr_data/images/val/5xemay802.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bill_Graham/Bill_Graham_0008.jpg
316,Geoff_Hoon,,,59L154063,59L1-54063,59L154063,1,19785,1,19785,19785,0.6740678548812866,yolo_plate_ocr_data/images/val/2xemay92.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Geoff_Hoon/Geoff_Hoon_0006.jpg
317,Claire_Danes,,,59P230351,59P2-30351,59P230351,1,19786,1,19786,19786,0.7797292470932007,yolo_plate_ocr_data/images/val/4xemay2025.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Claire_Danes/Claire_Danes_0002.jpg
318,Rachel_Hunter,,,51F63034,51F-63034,51F63034,1,19787,1,19787,19787,0.5452075004577637,yolo_plate_ocr_data/images/val/3CarLongPlate259.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Rachel_Hunter/Rachel_Hunter_0001.jpg
319,Leslie_Ann_Woodward,,,54R24924,54R-24924,54R24924,1,19788,1,19788,19788,0.9443041086196899,yolo_plate_ocr_data/images/val/4xemay2298.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Leslie_Ann_Woodward/Leslie_Ann_Woodward_0002.jpg
320,Nancy_Reagan,,,51G10096,51G-10096,51G10096,1,19789,1,19789,19789,0.4925309419631958,yolo_plate_ocr_data/images/val/3CarLongPlate774.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Nancy_Reagan/Nancy_Reagan_0001.jpg
321,Scott_Rudin,,,59P231316,59P2-31316,59P231316,1,19790,1,19790,19790,0.7752293348312378,yolo_plate_ocr_data/images/val/2xemay1920.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Scott_Rudin/Scott_Rudin_0002.jpg
322,Igor_Ivanov,,,59S159484,59S1-59484,59S159484,1,19791,1,19791,19791,0.6796947717666626,yolo_plate_ocr_data/images/val/8xemay1898.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Igor_Ivanov/Igor_Ivanov_0019.jpg
323,Cecilia_Bolocco,,,59E108058,59E1-08058,59E108058,1,19792,1,19792,19792,0.5266876220703125,yolo_plate_ocr_data/images/val/4xemay2037.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Cecilia_Bolocco/Cecilia_Bolocco_0003.jpg
324,Roy_Moore,,,59U149726,59U1-49726,59U149726,1,19793,1,19793,19793,0.43005114793777466,yolo_plate_ocr_data/images/val/2xemay1567.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Roy_Moore/Roy_Moore_0001.jpg
325,Dean_Barkley,,,85B117851,85B1-17851,85B117851,1,19794,1,19794,19794,0.5299947261810303,yolo_plate_ocr_data/images/val/4xemay1984.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Dean_Barkley/Dean_Barkley_0002.jpg
326,Jorge_Valdano,,,51F02687,51F-02687,51F02687,1,19795,1,19795,19795,0.7022749781608582,yolo_plate_ocr_data/images/val/4CarLongPlate744.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jorge_Valdano/Jorge_Valdano_0002.jpg
327,Russell_Simmons,,,82B119789,82B1-19789,82B119789,1,19796,1,19796,19796,0.8009728193283081,yolo_plate_ocr_data/images/val/11xemay1553.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Russell_Simmons/Russell_Simmons_0004.jpg
328,Angela_Merkel,,,60B736638,60B7-36638,60B736638,1,19797,1,19797,19797,0.47847986221313477,yolo_plate_ocr_data/images/val/1xemay1983.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Angela_Merkel/Angela_Merkel_0005.jpg
329,Ricky_Ponting,,,54S50882,54S-50882,54S50882,1,19798,1,19798,19798,0.6626187562942505,yolo_plate_ocr_data/images/val/3xemay1211.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ricky_Ponting/Ricky_Ponting_0002.jpg
330,Ed_Smart,,,59F118814,59F1-18814,59F118814,1,19799,1,19799,19799,0.42796310782432556,yolo_plate_ocr_data/images/val/4xemay2338.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ed_Smart/Ed_Smart_0002.jpg
331,Hugo_Chavez,,,51G51332,51G-51332,51G51332,1,19800,1,19800,19800,0.6849203109741211,yolo_plate_ocr_data/images/val/4CarLongPlate846.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hugo_Chavez/Hugo_Chavez_0025.jpg
332,Marlene_Weingartner,,,93P106312,93P1-06312,93P106312,1,19801,1,19801,19801,0.3898419737815857,yolo_plate_ocr_data/images/val/8xemay265.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Marlene_Weingartner/Marlene_Weingartner_0002.jpg
333,Robert_Witt,,,59E125297,59E1-25297,59E125297,1,19802,1,19802,19802,0.7652028799057007,yolo_plate_ocr_data/images/val/4xemay1992.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Robert_Witt/Robert_Witt_0002.jpg
334,Billy_Sollie,,,59K196591,59K1-96591,59K196591,1,19803,1,19803,19803,0.73856520652771,yolo_plate_ocr_data/images/val/3xemay1119.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Billy_Sollie/Billy_Sollie_0001.jpg
335,Hans_Eichel,,,51G01440,51G0-14405,51G014405,1,19804,1,19804,19804,0.6422020196914673,yolo_plate_ocr_data/images/val/4CarLongPlate559.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hans_Eichel/Hans_Eichel_0002.jpg
336,Jim_Tressel,,,51A69172,51A-69172,51A69172,1,19805,1,19805,19805,0.5001736879348755,yolo_plate_ocr_data/images/val/5CarLongPlate935.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jim_Tressel/Jim_Tressel_0003.jpg
337,GL_Peiris,,,47C105644,47C1-05644,47C105644,1,19806,1,19806,19806,0.7166683077812195,yolo_plate_ocr_data/images/val/2xemay1416.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/GL_Peiris/GL_Peiris_0002.jpg
338,Jim_OBrien,,,59P112875,59P1-12875,59P112875,1,19807,1,19807,19807,0.7360475063323975,yolo_plate_ocr_data/images/val/6xemay524.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jim_OBrien/Jim_OBrien_0003.jpg
339,Jacqueline_Obradors,,,55P10009,55P-10009,55P10009,1,19808,1,19808,19808,0.813109278678894,yolo_plate_ocr_data/images/val/12xemay1442.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jacqueline_Obradors/Jacqueline_Obradors_0002.jpg
340,Lisa_Ling,,,59M194458,59M1-94458,59M194458,1,19809,1,19809,19809,0.4570996165275574,yolo_plate_ocr_data/images/val/2xemay1017.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lisa_Ling/Lisa_Ling_0001.jpg
341,Gloria_Macapagal_Arroyo,,,59P133202,59P1-33202,59P133202,1,19810,1,19810,19810,0.6587554216384888,yolo_plate_ocr_data/images/val/2xemay1832.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gloria_Macapagal_Arroyo/Gloria_Macapagal_Arroyo_0017.jpg
342,Albrecht_Mentz,,,59C224729,59C2-24729,59C224729,1,19811,1,19811,19811,0.740294337272644,yolo_plate_ocr_data/images/val/2xemay1924.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Albrecht_Mentz/Albrecht_Mentz_0001.jpg
343,Mathias_Reichhold,,,68K49407,68GK-49407,68GK49407,1,19812,1,19812,19812,0.5811656713485718,yolo_plate_ocr_data/images/val/3xemay1570.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mathias_Reichhold/Mathias_Reichhold_0003.jpg
344,Michael_Chiklis,,,60B337846,60B3-37846,60B337846,1,19813,1,19813,19813,0.7209101915359497,yolo_plate_ocr_data/images/val/5xemay726.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Michael_Chiklis/Michael_Chiklis_0001.jpg
345,Adam_Scott,,,59V208341,59V2-08341,59V208341,1,19814,1,19814,19814,0.338718980550766,yolo_plate_ocr_data/images/val/6xemay655.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Adam_Scott/Adam_Scott_0001.jpg
346,Bill_Paxton,,,30N45882,30N-45882,30N45882,1,19815,1,19815,19815,0.6266558170318604,yolo_plate_ocr_data/images/val/5xemay1745.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bill_Paxton/Bill_Paxton_0003.jpg
347,Mian_Khursheed_Mehmood_Kasuri,,,59N187173,59N1-87173,59N187173,1,19816,1,19816,19816,0.670634388923645,yolo_plate_ocr_data/images/val/2xemay1698.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Mian_Khursheed_Mehmood_Kasuri/Mian_Khursheed_Mehmood_Kasuri_0003.jpg
348,Sourav_Ganguly,,,51X91894,51X-91894,51X91894,1,19817,1,19817,19817,0.573626697063446,yolo_plate_ocr_data/images/val/1xemay2378.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sourav_Ganguly/Sourav_Ganguly_0004.jpg
349,Lily_Tomlin,,,59F132246,59F1-32246,59F132246,1,19818,1,19818,19818,0.5179811716079712,yolo_plate_ocr_data/images/val/3xemay814.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Lily_Tomlin/Lily_Tomlin_0001.jpg
350,Giuseppe_Gibilisco,,,59C132428,59C1-32428,59C132428,1,19819,1,19819,19819,0.6488409042358398,yolo_plate_ocr_data/images/val/6xemay470.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Giuseppe_Gibilisco/Giuseppe_Gibilisco_0003.jpg
351,Paul_Patton,,,51A89714,51A-89714,51A89714,1,19820,1,19820,19820,0.7035187482833862,yolo_plate_ocr_data/images/val/3CarLongPlate615.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Paul_Patton/Paul_Patton_0002.jpg
352,Madeleine_Albright,,,51F77836,51F-77836,51F77836,1,19821,1,19821,19821,0.6800038814544678,yolo_plate_ocr_data/images/val/6CarLongPlate882.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Madeleine_Albright/Madeleine_Albright_0003.jpg
353,Desiree_Lemosi,,,59V187754,59V1-87754,59V187754,1,19822,1,19822,19822,0.49961334466934204,yolo_plate_ocr_data/images/val/5xemay309.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Desiree_Lemosi/Desiree_Lemosi_0001.jpg
354,Kim_Yong-il,,,72F135507,72F1-35507,72F135507,1,19823,1,19823,19823,0.6788017749786377,yolo_plate_ocr_data/images/val/1xemay537.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kim_Yong-il/Kim_Yong-il_0001.jpg
355,Bridget_Fonda,,,59L159150,59L1-59150,59L159150,1,19824,1,19824,19824,0.6921525001525879,yolo_plate_ocr_data/images/val/6xemay368.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bridget_Fonda/Bridget_Fonda_0003.jpg
356,Kjell_Magne_Bondevik,,,55P56876,55P-56876,55P56876,1,19825,1,19825,19825,0.5581852197647095,yolo_plate_ocr_data/images/val/3xemay1937.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kjell_Magne_Bondevik/Kjell_Magne_Bondevik_0003.jpg
357,Vicente_Fox,,,60B628032,60B6-28032,60B628032,1,19826,1,19826,19826,0.59288489818573,yolo_plate_ocr_data/images/val/4xemay1944.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Vicente_Fox/Vicente_Fox_0026.jpg
358,Jesse_Harris,,,51G47340,51G-47340,51G47340,1,19827,1,19827,19827,0.6748898029327393,yolo_plate_ocr_data/images/val/4CarLongPlate787.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jesse_Harris/Jesse_Harris_0002.jpg
359,Matt_Dillon,,,59E149285,59E1-49285,59E149285,1,19828,1,19828,19828,0.5904529094696045,yolo_plate_ocr_data/images/val/12xemay1605.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Matt_Dillon/Matt_Dillon_0001.jpg
360,Amelia_Vega,,,51F22261,51F-22261,51F22261,1,19829,1,19829,19829,0.5985097885131836,yolo_plate_ocr_data/images/val/3CarLongPlate599.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Amelia_Vega/Amelia_Vega_0005.jpg
361,Richard_Armitage,,,59F147404,59F1-47404,59F147404,1,19830,1,19830,19830,0.6434412002563477,yolo_plate_ocr_data/images/val/3xemay337.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Richard_Armitage/Richard_Armitage_0007.jpg
362,Ian_Thorpe,,,59C148275,59C1-48275,59C148275,1,19831,1,19831,19831,0.687326192855835,yolo_plate_ocr_data/images/val/2xemay2112.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ian_Thorpe/Ian_Thorpe_0005.jpg
363,Martina_Hingis,,,54L36961,54L-36961,54L36961,1,19832,1,19832,19832,0.40551048517227173,yolo_plate_ocr_data/images/val/4xemay2454.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Martina_Hingis/Martina_Hingis_0003.jpg
364,Silvia_Farina_Elia,,,59H153561,59M1-53561,59M153561,1,19833,1,19833,19833,0.5569796562194824,yolo_plate_ocr_data/images/val/6xemay114.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Silvia_Farina_Elia/Silvia_Farina_Elia_0001.jpg
365,Catherine_Zeta-Jones,,,59K122323,59K1-22323,59K122323,1,19834,1,19834,19834,0.6772493720054626,yolo_plate_ocr_data/images/val/3xemay1052.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Catherine_Zeta-Jones/Catherine_Zeta-Jones_0008.jpg
366,Maureen_Fanning,,,59V184031,59V1-84031,59V184031,1,19835,1,19835,19835,0.5968965291976929,yolo_plate_ocr_data/images/val/6xemay30.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Maureen_Fanning/Maureen_Fanning_0001.jpg
367,Kurt_Busch,,,72C112511,72C1-12511,72C112511,1,19836,1,19836,19836,0.5295528769493103,yolo_plate_ocr_data/images/val/3xemay2229.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kurt_Busch/Kurt_Busch_0001.jpg
368,Luiz_Felipe_Scolari,,,59U151771,59U1-51771,59U151771,1,19837,1,19837,19837,0.7267041802406311,yolo_plate_ocr_data/images/val/8xemay2456.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Luiz_Felipe_Scolari/Luiz_Felipe_Scolari_0001.jpg
369,Katie_Harman,,,64K47483,64K-47483,64K47483,1,19838,1,19838,19838,0.43058639764785767,yolo_plate_ocr_data/images/val/2xemay2225.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Katie_Harman/Katie_Harman_0003.jpg
370,Bijan_Darvish,,,51A72110,51A-72110,51A72110,1,19839,1,19839,19839,0.5587081909179688,yolo_plate_ocr_data/images/val/9CarLongPlate703.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bijan_Darvish/Bijan_Darvish_0002.jpg
371,Cindy_Crawford,,,62A05195,62A-05195,62A05195,1,19840,1,19840,19840,0.5193985104560852,yolo_plate_ocr_data/images/val/3CarLongPlate720.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Cindy_Crawford/Cindy_Crawford_0003.jpg
372,William_Macy,,,53Y97976,53V-97976,53V97976,1,19841,1,19841,19841,0.7224870324134827,yolo_plate_ocr_data/images/val/1xemay1943.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/William_Macy/William_Macy_0003.jpg
373,Nabil_Shaath,,,59H156390,59H1-56390,59H156390,1,19842,1,19842,19842,0.45256707072257996,yolo_plate_ocr_data/images/val/6xemay224.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Nabil_Shaath/Nabil_Shaath_0003.jpg
374,Prince_Edward,,,1G69160,56A-9160,56A9160,1,19843,1,19843,19843,0.5603982210159302,yolo_plate_ocr_data/images/val/5CarLongPlate757.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Prince_Edward/Prince_Edward_0001.jpg
375,Denzel_Washington,,,77C139373,77C1-39373,77C139373,1,19844,1,19844,19844,0.4820079207420349,yolo_plate_ocr_data/images/val/3xemay2247.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Denzel_Washington/Denzel_Washington_0004.jpg
376,Tamara_Brooks,,,59H10571,59H-10571,59H10571,1,19845,1,19845,19845,0.5374889373779297,yolo_plate_ocr_data/images/val/3xemay2296.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tamara_Brooks/Tamara_Brooks_0002.jpg
377,George_Galloway,,,51A05227,51A-05227,51A05227,1,19846,1,19846,19846,0.5250340700149536,yolo_plate_ocr_data/images/val/4CarLongPlate916.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/George_Galloway/George_Galloway_0002.jpg
378,Michael_Winterbottom,,,51A72078,51A7-20781,51A720781,1,19847,1,19847,19847,0.6625680923461914,yolo_plate_ocr_data/images/val/6CarLongPlate126.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Michael_Winterbottom/Michael_Winterbottom_0003.jpg
379,Art_Hoffmann,,,59H146828,59H1-46828,59H146828,1,19848,1,19848,19848,0.8336139917373657,yolo_plate_ocr_data/images/val/1xemay1544.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Art_Hoffmann/Art_Hoffmann_0001.jpg
380,Gwendal_Peizerat,,,59S159694,59S1-59694,59S159694,1,19849,1,19849,19849,0.44313549995422363,yolo_plate_ocr_data/images/val/3xemay1429.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gwendal_Peizerat/Gwendal_Peizerat_0001.jpg
381,Ana_Guevara,,,51F61712,51F-61712,51F61712,1,19850,1,19850,19850,0.6924834847450256,yolo_plate_ocr_data/images/val/3CarLongPlate678.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ana_Guevara/Ana_Guevara_0006.jpg
382,David_Spade,,,67M59687,67M-59687,67M59687,1,19851,1,19851,19851,0.4798843264579773,yolo_plate_ocr_data/images/val/5xemay969.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/David_Spade/David_Spade_0001.jpg
383,Barbara_Walters,,,59D206973,59D2-06973,59D206973,1,19852,1,19852,19852,0.6164764761924744,yolo_plate_ocr_data/images/val/12xemay1692.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Barbara_Walters/Barbara_Walters_0003.jpg
384,Angela_Bassett,,,59H159324,59H1-59324,59H159324,1,19853,1,19853,19853,0.4302419126033783,yolo_plate_ocr_data/images/val/2xemay2239.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Angela_Bassett/Angela_Bassett_0004.jpg
385,Jerry_Springer,,,59A303615,59A3-03615,59A303615,1,19854,1,19854,19854,0.715385913848877,yolo_plate_ocr_data/images/val/10xemay1332.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jerry_Springer/Jerry_Springer_0004.jpg
386,Wesley_Clark,,,79K102061,79K1-02061,79K102061,1,19855,1,19855,19855,0.6753101348876953,yolo_plate_ocr_data/images/val/3xemay977.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Wesley_Clark/Wesley_Clark_0002.jpg
387,Maria_Shriver,,,77C139373,77C1-39373,77C139373,1,19856,1,19856,19856,0.5220519304275513,yolo_plate_ocr_data/images/val/2xemay2060.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Maria_Shriver/Maria_Shriver_0004.jpg
388,Barbara_Brezigar,,,83P167560,83P1-67560,83P167560,1,19857,1,19857,19857,0.6088703274726868,yolo_plate_ocr_data/images/val/3xemay150.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Barbara_Brezigar/Barbara_Brezigar_0002.jpg
389,Gerry_Adams,,,54L29072,54L-29072,54L29072,1,19858,1,19858,19858,0.5960459113121033,yolo_plate_ocr_data/images/val/2xemay2393.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Gerry_Adams/Gerry_Adams_0003.jpg
390,Aaron_Sorkin,,,52T76433,52T-76433,52T76433,1,19859,1,19859,19859,0.6009288430213928,yolo_plate_ocr_data/images/val/5xemay2177.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Aaron_Sorkin/Aaron_Sorkin_0002.jpg
391,Brian_Heidik,,,59V234815,59V2-34815,59V234815,1,19860,1,19860,19860,0.6102402806282043,yolo_plate_ocr_data/images/val/1xemay1064.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Brian_Heidik/Brian_Heidik_0001.jpg
392,Will_Smith,,,60B531402,60B5-31402,60B531402,1,19861,1,19861,19861,0.5632485747337341,yolo_plate_ocr_data/images/val/7xemay1874.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Will_Smith/Will_Smith_0001.jpg
393,Hootie_Johnson,,,59C262872,59C2-62872,59C262872,1,19862,1,19862,19862,0.4061228036880493,yolo_plate_ocr_data/images/val/2xemay1365.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Hootie_Johnson/Hootie_Johnson_0001.jpg
394,Joe_Mantello,,,54T19588,54T-19588,54T19588,1,19863,1,19863,19863,0.6886025071144104,yolo_plate_ocr_data/images/val/3xemay781.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Joe_Mantello/Joe_Mantello_0002.jpg
395,Julie_Taymor,,,59X294270,59X2-94270,59X294270,1,19864,1,19864,19864,0.6999207735061646,yolo_plate_ocr_data/images/val/10xemay839.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Julie_Taymor/Julie_Taymor_0001.jpg
396,Jerry_Regier,,,59E168973,59E1-68973,59E168973,1,19865,1,19865,19865,0.6161074638366699,yolo_plate_ocr_data/images/val/2xemay1994.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Jerry_Regier/Jerry_Regier_0003.jpg
397,Richard_Gere,,,59L223714,59L2-23714,59L223714,1,19866,1,19866,19866,0.6572595834732056,yolo_plate_ocr_data/images/val/5xemay232.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Richard_Gere/Richard_Gere_0008.jpg
398,Tom_Ridge,,,49K107370,49K1-07370,49K107370,1,19867,1,19867,19867,0.6541712284088135,yolo_plate_ocr_data/images/val/5xemay2168.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Tom_Ridge/Tom_Ridge_0023.jpg
399,Bob_Huggins,,,93K114005,93K1-14005,93K114005,1,19868,1,19868,19868,0.4302980899810791,yolo_plate_ocr_data/images/val/3xemay947.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Bob_Huggins/Bob_Huggins_0002.jpg
400,Sean_Hayes,,,59C161110,59C1-61110,59C161110,1,19869,1,19869,19869,0.7748168110847473,yolo_plate_ocr_data/images/val/3xemay1223.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Sean_Hayes/Sean_Hayes_0001.jpg
401,Richard_Sambrook,,,51A77529,51A-77529,51A77529,1,19870,1,19870,19870,0.8040190935134888,yolo_plate_ocr_data/images/val/3CarLongPlate230.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Richard_Sambrook/Richard_Sambrook_0001.jpg
402,Franz_Fischler,,,54F45279,54F-45279,54F45279,1,19871,1,19871,19871,0.6633046865463257,yolo_plate_ocr_data/images/val/3xemay986.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Franz_Fischler/Franz_Fischler_0003.jpg
403,John_Walsh,,,51G29034,51G-29034,51G29034,1,19872,1,19872,19872,0.6432104706764221,yolo_plate_ocr_data/images/val/9CarLongPlate132.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/John_Walsh/John_Walsh_0002.jpg
404,Eric_Clapton,,,52K38683,52K-38683,52K38683,1,19873,1,19873,19873,0.5421929359436035,yolo_plate_ocr_data/images/val/2xemay1135.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Eric_Clapton/Eric_Clapton_0001.jpg
405,Recep_Tayyip_Erdogan,,,51G01440,51G-01440,51G01440,1,19874,1,19874,19874,0.5840469598770142,yolo_plate_ocr_data/images/val/3CarLongPlate652.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Recep_Tayyip_Erdogan/Recep_Tayyip_Erdogan_0007.jpg
406,Kelli_White,,,599135199,59B1-35199,59B135199,1,19875,1,19875,19875,0.7883656620979309,yolo_plate_ocr_data/images/val/4xemay2440.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Kelli_White/Kelli_White_0002.jpg
407,Ronald_Reagan,,,51F64619,51F-64619,51F64619,1,19876,1,19876,19876,0.5749806761741638,yolo_plate_ocr_data/images/val/3CarLongPlate399.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Ronald_Reagan/Ronald_Reagan_0001.jpg
408,Frank_Cassell,,,59P188847,59P1-88847,59P188847,1,19877,1,19877,19877,0.6049655675888062,yolo_plate_ocr_data/images/val/12xemay965.jpg,/home/somethink/parking_system/benchmark_data/lfw_funneled/Frank_Cassell/Frank_Cassell_0002.jpg
